po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating
PO216,Supplier_36,Poland,Mechanical,28-07-2025,08-08-2025,08-08-2025,112,108,178.45,19986.399999999998,0.045,4,3.39
PO217,Supplier_27,Poland,Mechanical,10-05-2025,28-05-2025,04-06-2025,278,250,156.17,43415.259999999995,0.001,1,2.83
PO218,Supplier_21,France,Mechanical,29-03-2026,25-04-2026,25-04-2026,425,419,127.6,54230,0.032,1,3.1
PO219,Supplier_21,France,Mechanical,24-06-2025,03-07-2025,06-07-2025,209,206,80.57,16839.129999999997,0.027,2,3.64
PO220,Supplier_26,Poland,Mechanical,07-11-2025,01-12-2025,03-12-2025,131,124,164.03,21487.93,0.061,4,3.65
PO221,Supplier_21,India,Electronics,05-03-2026,26-03-2026,26-03-2026,241,225,135.15,32571.15,0.094,1,3.59
PO222,Supplier_29,Germany,Mechanical,26-12-2025,17-01-2026,17-01-2026,493,486,97.68,48156.240000000005,0.064,1,3.47
PO223,Supplier_22,Germany,Raw Material,08-03-2026,29-03-2026,31-03-2026,392,369,177.67,69646.64,0.011,3,3.78
PO224,Supplier_37,France,Packaging,12-06-2025,11-07-2025,18-07-2025,92,92,23.7,2180.4,0.007,0,4.89
PO225,Supplier_21,India,Raw Material,16-07-2025,03-08-2025,05-08-2025,188,169,157.18,29549.84,0.066,3,3.39
PO226,Supplier_5,France,Mechanical,05-08-2025,31-08-2025,31-08-2025,87,73,25.61,2228.07,0.097,0,4.94
PO227,Supplier_15,India,Raw Material,04-03-2026,25-03-2026,27-03-2026,431,428,157.18,67744.58,0.064,1,3.7
PO228,Supplier_50,India,Electronics,26-10-2025,03-11-2025,05-11-2025,396,389,31.65,12533.4,0.049,3,2.89
PO229,Supplier_10,Germany,Packaging,27-04-2025,19-05-2025,26-05-2025,202,195,92.09,18602.18,0.044,0,2.91
PO230,Supplier_30,Poland,Electronics,15-08-2025,31-08-2025,01-09-2025,223,207,132.7,29592.1,0.029,0,3.15
PO231,Supplier_47,India,Electronics,12-05-2025,29-05-2025,03-06-2025,198,169,169.98,33656.04,0.073,3,2.63
PO232,Supplier_22,China,Electronics,11-03-2026,06-04-2026,08-04-2026,334,322,41.31,13797.54,0.013,3,4.54
PO233,Supplier_31,China,Raw Material,06-03-2026,03-04-2026,05-04-2026,327,317,154.06,50377.62,0.074,2,3.24
PO234,Supplier_19,France,Mechanical,30-06-2025,11-07-2025,13-07-2025,416,392,154.61,64317.76000000001,0.016,1,3.9
PO235,Supplier_8,Germany,Packaging,05-09-2025,14-09-2025,15-09-2025,498,495,28.84,14362.32,0.04,1,4.14
PO236,Supplier_25,India,Electronics,09-04-2026,27-04-2026,04-05-2026,268,242,140.7,37707.6,0.038,0,3.89
PO237,Supplier_22,India,Mechanical,02-06-2025,28-06-2025,30-06-2025,258,245,48.47,12505.26,0.096,0,4.2
PO238,Supplier_16,China,Raw Material,17-03-2026,13-04-2026,18-04-2026,361,343,199.3,71947.3,0.037,4,4.11
PO239,Supplier_10,China,Mechanical,12-12-2025,21-12-2025,26-12-2025,359,352,43.89,15756.51,0.003,3,2.95
PO240,Supplier_45,Poland,Electronics,04-07-2025,31-07-2025,07-08-2025,53,25,132.04,6998.12,0.006,1,3.9
PO241,Supplier_4,India,Mechanical,30-04-2025,22-05-2025,23-05-2025,208,181,166.76,34686.08,0.05,2,2.65
PO242,Supplier_45,Poland,Mechanical,02-06-2025,12-06-2025,15-06-2025,464,461,108.28,50241.92,0.044,3,2.81
PO243,Supplier_49,Germany,Mechanical,11-06-2025,05-07-2025,05-07-2025,300,273,149.78,44934,0.1,3,3.25
PO244,Supplier_33,Germany,Mechanical,23-06-2025,01-07-2025,03-07-2025,289,275,32.48,9386.72,0.041,3,3.46
PO245,Supplier_9,India,Packaging,04-03-2026,13-03-2026,13-03-2026,110,101,73.56,8091.6,0.003,0,3.96
PO246,Supplier_45,Germany,Raw Material,06-12-2025,23-12-2025,24-12-2025,294,276,59.27,17425.38,0.043,2,3.44
PO247,Supplier_37,Poland,Electronics,31-07-2025,25-08-2025,25-08-2025,241,237,144.14,34737.74,0.063,1,4.77
PO248,Supplier_24,Germany,Packaging,10-06-2025,20-06-2025,20-06-2025,231,218,125.94,29092.14,0.014,3,4.14
PO249,Supplier_36,France,Mechanical,11-02-2026,11-03-2026,13-03-2026,155,126,16.89,2617.9500000000003,0.028,3,4.47
PO250,Supplier_10,India,Electronics,05-08-2025,22-08-2025,27-08-2025,93,85,102.64,9545.52,0.003,3,4.05
PO251,Supplier_43,Germany,Electronics,05-08-2025,13-08-2025,13-08-2025,466,440,76,35416,0.09,1,4.33
PO252,Supplier_11,Poland,Packaging,27-03-2026,15-04-2026,22-04-2026,454,445,167.29,75949.66,0.079,0,3.74
PO253,Supplier_21,India,Electronics,13-05-2025,20-05-2025,27-05-2025,267,263,117.41,31348.469999999998,0.046,0,4.87
PO254,Supplier_12,Germany,Electronics,26-10-2025,08-11-2025,08-11-2025,227,207,52.81,11987.87,0.025,0,3.81
PO255,Supplier_34,Poland,Mechanical,10-09-2025,25-09-2025,25-09-2025,472,451,114.28,53940.16,0.061,1,3.71
PO256,Supplier_21,France,Mechanical,26-05-2025,21-06-2025,21-06-2025,115,106,97.84,11251.6,0.041,4,4.37
PO257,Supplier_12,Poland,Raw Material,16-07-2025,30-07-2025,31-07-2025,241,223,159.39,38412.99,0.02,4,2.91
PO258,Supplier_4,Poland,Mechanical,14-04-2026,03-05-2026,06-05-2026,128,107,40.71,5210.88,0.026,4,3.63
PO259,Supplier_28,India,Electronics,24-08-2025,30-08-2025,30-08-2025,297,268,75.3,22364.1,0.028,1,3.74
PO260,Supplier_6,Poland,Raw Material,05-08-2025,03-09-2025,04-09-2025,227,217,157.37,35722.99,0.096,3,3.81
PO261,Supplier_24,Poland,Packaging,06-11-2025,19-11-2025,21-11-2025,134,127,161.6,21654.399999999998,0.04,1,2.89
PO262,Supplier_20,Poland,Mechanical,05-07-2025,16-07-2025,17-07-2025,414,412,180.47,74714.58,0.017,0,4
PO263,Supplier_8,France,Packaging,23-07-2025,12-08-2025,13-08-2025,150,147,161.73,24259.5,0.097,2,4.71
PO264,Supplier_12,China,Mechanical,28-01-2026,24-02-2026,24-02-2026,112,100,196.98,22061.76,0.067,4,3.31
PO265,Supplier_28,India,Raw Material,01-07-2025,28-07-2025,29-07-2025,374,350,27.68,10352.32,0.003,3,4.73
PO266,Supplier_5,China,Electronics,07-10-2025,20-10-2025,22-10-2025,483,478,144.95,70010.84999999999,0.031,2,4.75
PO267,Supplier_44,Poland,Electronics,15-10-2025,09-11-2025,09-11-2025,180,169,73.69,13264.199999999999,0.017,4,2.78
PO268,Supplier_26,Germany,Electronics,04-03-2026,11-03-2026,13-03-2026,83,75,150.54,12494.82,0.019,2,4.13
PO269,Supplier_48,Germany,Electronics,12-04-2026,28-04-2026,29-04-2026,399,385,58.26,23245.739999999998,0.003,4,4.19
PO270,Supplier_2,China,Packaging,01-03-2026,29-03-2026,31-03-2026,96,90,41.76,4008.96,0.066,0,4.59
PO271,Supplier_23,China,Packaging,15-11-2025,14-12-2025,21-12-2025,343,329,50.4,17287.2,0.003,4,3.52
PO272,Supplier_14,Poland,Packaging,23-10-2025,13-11-2025,20-11-2025,442,440,21.23,9383.66,0.09,2,4.77
PO273,Supplier_27,China,Raw Material,23-01-2026,29-01-2026,03-02-2026,87,74,174.27,15161.490000000002,0.055,2,3.53
PO274,Supplier_14,China,Packaging,08-12-2025,29-12-2025,29-12-2025,473,450,15.16,7170.68,0.097,0,3.23
PO275,Supplier_3,India,Raw Material,28-09-2025,11-10-2025,13-10-2025,222,216,128.06,28429.32,0.056,3,4.57
PO276,Supplier_19,Poland,Mechanical,14-06-2025,12-07-2025,17-07-2025,486,458,22.98,11168.28,0.026,0,2.53
PO277,Supplier_25,China,Electronics,27-02-2026,06-03-2026,06-03-2026,492,479,151.21,74395.32,0.005,3,4.69
PO278,Supplier_2,Germany,Electronics,27-03-2026,14-04-2026,19-04-2026,474,451,45.21,21429.54,0.008,4,4.6
PO279,Supplier_48,Poland,Raw Material,28-08-2025,12-09-2025,17-09-2025,99,79,109.07,10797.929999999998,0.006,3,3.05
PO280,Supplier_44,Germany,Electronics,29-11-2025,12-12-2025,15-12-2025,442,439,175.02,77358.84000000001,0.006,0,2.56
PO281,Supplier_23,Poland,Mechanical,02-02-2026,18-02-2026,23-02-2026,96,82,124.37,11939.52,0.089,4,2.93
PO282,Supplier_21,China,Mechanical,07-09-2025,01-10-2025,01-10-2025,206,188,55.11,11352.66,0.051,3,3.09
PO283,Supplier_12,France,Raw Material,06-10-2025,01-11-2025,03-11-2025,243,220,124.12,30161.16,0.074,0,3.17
PO284,Supplier_38,Germany,Mechanical,26-11-2025,17-12-2025,20-12-2025,317,312,18.67,5918.39,0.014,3,3.67
PO285,Supplier_29,France,Electronics,18-08-2025,25-08-2025,30-08-2025,340,325,63.33,21532.2,0.021,4,3.84
PO286,Supplier_49,Germany,Mechanical,17-09-2025,29-09-2025,30-09-2025,453,426,64.13,29050.89,0.046,4,3.93
PO287,Supplier_42,China,Mechanical,01-05-2025,14-05-2025,14-05-2025,393,389,64.07,25179.51,0.082,4,3.36
PO288,Supplier_39,Germany,Raw Material,12-10-2025,29-10-2025,30-10-2025,196,186,34.98,6856.079999999999,0.027,0,3.47
PO289,Supplier_19,Poland,Packaging,14-11-2025,26-11-2025,29-11-2025,158,147,138.18,21832.440000000002,0.03,1,4.89
PO290,Supplier_5,Germany,Raw Material,29-05-2025,16-06-2025,23-06-2025,207,195,167.62,34697.340000000004,0.004,3,4.22
PO291,Supplier_2,Poland,Mechanical,08-01-2026,13-01-2026,20-01-2026,469,452,27.53,12911.57,0.06,3,4.75
PO292,Supplier_12,India,Raw Material,14-04-2026,03-05-2026,03-05-2026,472,471,137.03,64678.16,0.068,1,4.72
PO293,Supplier_13,India,Mechanical,25-03-2026,16-04-2026,17-04-2026,167,159,126.39,21107.13,0.087,3,4.09
PO294,Supplier_2,France,Mechanical,31-12-2025,07-01-2026,12-01-2026,345,344,12.22,4215.900000000001,0.042,2,3.62
PO295,Supplier_45,India,Electronics,12-06-2025,07-07-2025,12-07-2025,98,74,148.54,14556.92,0.065,3,3.47
PO296,Supplier_43,India,Packaging,29-03-2026,05-04-2026,08-04-2026,424,416,68.2,28916.800000000003,0.079,3,3.07
PO297,Supplier_32,China,Raw Material,14-09-2025,30-09-2025,07-10-2025,90,68,70.58,6352.2,0.058,1,3.43
PO298,Supplier_36,Poland,Electronics,13-07-2025,10-08-2025,17-08-2025,339,316,41.47,14058.33,0.065,4,4.73
PO299,Supplier_1,Poland,Raw Material,27-04-2025,11-05-2025,13-05-2025,451,424,11.27,5082.7699999999995,0.039,2,3.52
PO300,Supplier_49,Germany,Mechanical,01-09-2025,10-09-2025,10-09-2025,225,206,120.24,27054,0.056,3,2.92
PO301,Supplier_50,France,Mechanical,17-11-2025,15-12-2025,16-12-2025,116,106,35.8,4152.799999999999,0.01,2,3.47
PO302,Supplier_42,China,Mechanical,31-05-2025,10-06-2025,11-06-2025,174,160,102.69,17868.06,0.013,1,2.79
PO303,Supplier_42,Poland,Electronics,27-01-2026,03-02-2026,10-02-2026,183,180,199.02,36420.66,0.055,4,3.22
PO304,Supplier_47,Poland,Electronics,07-04-2026,24-04-2026,29-04-2026,117,113,39.29,4596.93,0.055,1,2.92
PO305,Supplier_23,China,Raw Material,01-01-2026,15-01-2026,15-01-2026,465,453,46.98,21845.699999999997,0.006,3,3.09
PO306,Supplier_11,Poland,Raw Material,02-07-2025,07-07-2025,09-07-2025,496,473,199.95,99175.2,0.015,1,3.72
PO307,Supplier_17,China,Packaging,07-03-2026,29-03-2026,03-04-2026,298,275,127.93,38123.14,0.02,4,2.87
PO308,Supplier_5,Germany,Electronics,03-03-2026,11-03-2026,16-03-2026,196,170,182.8,35828.8,0.072,4,3.65
PO309,Supplier_21,China,Raw Material,13-12-2025,22-12-2025,22-12-2025,233,214,98.69,22994.77,0.003,0,4.87
PO310,Supplier_26,Poland,Packaging,31-08-2025,24-09-2025,29-09-2025,232,207,103.37,23981.84,0.052,2,3.78
PO311,Supplier_50,Germany,Raw Material,02-07-2025,27-07-2025,01-08-2025,268,251,94.26,25261.68,0.06,3,4.52
PO312,Supplier_35,Germany,Packaging,05-05-2025,29-05-2025,01-06-2025,386,370,170.92,65975.12,0.089,2,3.28
PO313,Supplier_3,China,Electronics,04-07-2025,21-07-2025,28-07-2025,238,216,13.63,3243.94,0.048,4,2.58
PO314,Supplier_3,India,Mechanical,19-04-2026,14-05-2026,16-05-2026,243,235,62.96,15299.28,0.021,0,4.48
PO315,Supplier_35,China,Mechanical,21-01-2026,02-02-2026,02-02-2026,162,155,65.98,10688.76,0.001,0,3.35
PO316,Supplier_37,Germany,Raw Material,13-10-2025,22-10-2025,25-10-2025,281,274,156.1,43864.1,0.066,0,4.61
PO317,Supplier_2,Germany,Mechanical,21-03-2026,08-04-2026,13-04-2026,433,430,87.35,37822.549999999996,0.007,2,3.87
PO318,Supplier_14,Poland,Electronics,01-02-2026,18-02-2026,18-02-2026,94,66,29.18,2742.92,0.087,1,2.69
PO319,Supplier_34,India,Packaging,10-03-2026,30-03-2026,04-04-2026,237,236,23.85,5652.450000000001,0.04,3,4.66
PO320,Supplier_3,China,Mechanical,12-06-2025,23-06-2025,26-06-2025,344,344,114.31,39322.64,0.022,4,4.01
PO321,Supplier_19,Germany,Electronics,19-07-2025,14-08-2025,21-08-2025,386,364,105.59,40757.74,0.045,1,4.55
PO322,Supplier_20,India,Mechanical,12-11-2025,04-12-2025,06-12-2025,415,396,67.61,28058.15,0.029,3,2.86
PO323,Supplier_23,India,Packaging,02-06-2025,29-06-2025,06-07-2025,339,322,166.52,56450.280000000006,0.072,0,4.37
PO324,Supplier_15,Germany,Raw Material,20-11-2025,11-12-2025,11-12-2025,398,373,145.86,58052.280000000006,0.059,0,2.66
PO325,Supplier_50,Germany,Mechanical,27-10-2025,05-11-2025,07-11-2025,426,398,186.87,79606.62,0.083,2,3.18
PO326,Supplier_27,India,Packaging,06-11-2025,14-11-2025,16-11-2025,387,373,189.17,73208.79,0.042,3,4.19
PO327,Supplier_17,India,Raw Material,11-12-2025,16-12-2025,18-12-2025,266,243,138.41,36817.06,0.014,4,4.28
PO328,Supplier_13,France,Electronics,19-03-2026,16-04-2026,18-04-2026,60,44,138.46,8307.6,0.094,0,2.76
PO329,Supplier_19,China,Packaging,23-10-2025,01-11-2025,01-11-2025,450,446,104.73,47128.5,0.039,0,3.69
PO330,Supplier_48,India,Packaging,30-04-2025,18-05-2025,19-05-2025,285,277,19.95,5685.75,0.077,1,3.88
PO331,Supplier_36,India,Packaging,24-02-2026,09-03-2026,09-03-2026,215,205,148.79,31989.85,0.065,3,4.19
PO332,Supplier_45,France,Mechanical,11-09-2025,24-09-2025,01-10-2025,341,324,150.05,51167.05,0.097,3,3.49
PO333,Supplier_40,Germany,Packaging,27-03-2026,21-04-2026,23-04-2026,284,282,136.7,38822.799999999996,0.082,1,3.86
PO334,Supplier_47,France,Mechanical,10-12-2025,28-12-2025,31-12-2025,214,209,74.1,15857.4,0.002,3,4.87
PO335,Supplier_35,Germany,Raw Material,23-08-2025,11-09-2025,16-09-2025,66,55,123.08,8123.28,0.001,2,4.69
PO336,Supplier_26,Germany,Packaging,19-12-2025,15-01-2026,17-01-2026,321,307,51.76,16614.96,0.013,3,2.81
PO337,Supplier_42,China,Raw Material,04-08-2025,17-08-2025,17-08-2025,470,465,92.75,43592.5,0.033,0,4.43
PO338,Supplier_7,Poland,Electronics,22-01-2026,07-02-2026,08-02-2026,422,419,114.19,48188.18,0.088,2,2.56
PO339,Supplier_11,Germany,Raw Material,20-04-2025,19-05-2025,22-05-2025,263,237,67.55,17765.649999999998,0.007,0,4.84
PO340,Supplier_34,Poland,Electronics,27-05-2025,15-06-2025,17-06-2025,477,452,120.62,57535.740000000005,0.099,4,3.83
PO341,Supplier_20,India,Raw Material,04-08-2025,23-08-2025,25-08-2025,327,319,48.95,16006.650000000001,0.073,1,4.74
PO342,Supplier_25,India,Raw Material,20-04-2025,07-05-2025,08-05-2025,316,304,164.11,51858.76,0.064,3,4.11
PO343,Supplier_1,Germany,Raw Material,03-01-2026,27-01-2026,01-02-2026,265,244,99.3,26314.5,0.089,0,4.22
PO344,Supplier_26,Germany,Mechanical,17-10-2025,26-10-2025,28-10-2025,357,349,95.06,33936.42,0.013,1,3.25
PO345,Supplier_34,France,Mechanical,05-07-2025,30-07-2025,04-08-2025,439,434,186.45,81851.54999999999,0.076,1,2.95
PO346,Supplier_31,China,Mechanical,29-08-2025,08-09-2025,11-09-2025,57,46,180.56,10291.92,0.067,0,4.95
PO347,Supplier_13,India,Raw Material,12-04-2026,28-04-2026,03-05-2026,218,203,130.94,28544.92,0.05,2,4.95
PO348,Supplier_12,China,Electronics,25-11-2025,24-12-2025,24-12-2025,68,46,23.89,1624.52,0.062,1,2.54
PO349,Supplier_44,China,Electronics,28-05-2025,03-06-2025,03-06-2025,156,146,109.08,17016.48,0.098,4,4.64
PO350,Supplier_30,Poland,Raw Material,19-07-2025,24-07-2025,25-07-2025,88,72,40.91,3600.08,0.057,4,3.75
PO351,Supplier_9,France,Mechanical,13-07-2025,21-07-2025,24-07-2025,205,196,162.9,33394.5,0.005,1,3.3
PO352,Supplier_2,China,Mechanical,05-06-2025,14-06-2025,15-06-2025,426,398,101.37,43183.62,0.066,1,4.75
PO353,Supplier_27,India,Raw Material,31-01-2026,05-02-2026,05-02-2026,142,136,80.63,11449.46,0.039,4,2.58
PO354,Supplier_35,Germany,Raw Material,17-01-2026,04-02-2026,04-02-2026,323,311,57.69,18633.87,0.056,2,3.54
PO355,Supplier_1,India,Electronics,14-08-2025,31-08-2025,02-09-2025,165,143,106.13,17511.45,0.022,0,3.07
PO356,Supplier_1,Germany,Mechanical,25-10-2025,31-10-2025,03-11-2025,474,446,91.96,43589.03999999999,0.072,2,3.57
PO357,Supplier_12,India,Raw Material,06-11-2025,29-11-2025,02-12-2025,237,231,179.88,42631.56,0.095,4,3.55
PO358,Supplier_4,India,Packaging,16-08-2025,04-09-2025,04-09-2025,165,153,122.31,20181.15,0.019,2,3.98
PO359,Supplier_46,Poland,Mechanical,16-12-2025,14-01-2026,15-01-2026,373,348,188.75,70403.75,0.051,2,2.74
PO360,Supplier_27,France,Packaging,02-11-2025,08-11-2025,11-11-2025,73,50,134.38,9809.74,0.015,0,3.66
PO361,Supplier_23,France,Electronics,17-03-2026,11-04-2026,16-04-2026,218,194,122.18,26635.24,0.006,4,4.31
PO362,Supplier_40,France,Electronics,10-05-2025,03-06-2025,04-06-2025,433,415,19.86,8599.38,0.019,3,3.06
PO363,Supplier_36,Germany,Electronics,19-09-2025,06-10-2025,13-10-2025,363,346,180.25,65430.75,0.082,2,3.18
PO364,Supplier_48,China,Raw Material,02-01-2026,28-01-2026,30-01-2026,88,73,153.31,13491.28,0.039,4,2.87
PO365,Supplier_16,China,Raw Material,20-12-2025,03-01-2026,03-01-2026,81,55,61.11,4949.91,0.052,0,4.88
PO366,Supplier_10,Germany,Electronics,06-04-2026,14-04-2026,16-04-2026,160,136,34.69,5550.4,0.056,0,3.78
PO367,Supplier_25,China,Packaging,06-05-2025,27-05-2025,27-05-2025,432,409,40.21,17370.72,0.018,2,4.51
PO368,Supplier_47,India,Raw Material,05-04-2026,04-05-2026,04-05-2026,467,441,19.86,9274.619999999999,0.014,3,4.95
PO369,Supplier_3,Germany,Raw Material,15-10-2025,05-11-2025,07-11-2025,417,403,92.71,38660.07,0.055,0,3.45
PO370,Supplier_15,Poland,Packaging,11-05-2025,19-05-2025,19-05-2025,418,400,158.61,66298.98000000001,0.012,1,4.04
PO371,Supplier_34,France,Raw Material,12-12-2025,20-12-2025,21-12-2025,462,444,144.18,66611.16,0.053,2,3.57
PO372,Supplier_5,China,Packaging,03-09-2025,13-09-2025,16-09-2025,289,260,115.01,33237.89,0.04,2,4.7
PO373,Supplier_25,Poland,Raw Material,26-08-2025,03-09-2025,05-09-2025,200,199,175.57,35114,0.067,4,2.68
PO374,Supplier_14,China,Mechanical,21-06-2025,11-07-2025,18-07-2025,132,114,12.31,1624.92,0.067,3,2.97
PO375,Supplier_12,France,Raw Material,11-08-2025,20-08-2025,21-08-2025,189,173,187.65,35465.85,0.043,3,3.51
PO376,Supplier_33,India,Packaging,18-04-2026,01-05-2026,02-05-2026,263,259,23.7,6233.099999999999,0.021,3,4.96
PO377,Supplier_20,China,Packaging,18-01-2026,13-02-2026,16-02-2026,297,278,62.79,18648.63,0.028,1,4.79
PO378,Supplier_8,India,Mechanical,20-05-2025,03-06-2025,03-06-2025,371,366,114.08,42323.68,0.098,0,4.34
PO379,Supplier_26,Poland,Electronics,24-11-2025,15-12-2025,16-12-2025,226,215,24.07,5439.82,0.061,1,3.71
PO380,Supplier_16,India,Packaging,03-06-2025,01-07-2025,01-07-2025,215,194,37.35,8030.25,0.06,2,2.69
PO381,Supplier_38,Poland,Raw Material,11-03-2026,24-03-2026,29-03-2026,197,186,97.02,19112.94,0.009,1,3.17
PO382,Supplier_34,China,Mechanical,26-03-2026,14-04-2026,15-04-2026,315,307,144.26,45441.899999999994,0.061,0,3.81
PO383,Supplier_2,France,Packaging,18-12-2025,23-12-2025,24-12-2025,203,179,39.42,8002.26,0.094,2,4.71
PO384,Supplier_22,Poland,Mechanical,11-02-2026,12-03-2026,15-03-2026,333,333,12.93,4305.69,0.058,0,3.85
PO385,Supplier_19,Germany,Mechanical,10-11-2025,18-11-2025,18-11-2025,286,273,45.82,13104.52,0.067,0,3.75
PO386,Supplier_27,India,Raw Material,31-05-2025,24-06-2025,25-06-2025,390,366,92.46,36059.399999999994,0.026,4,3.78
PO387,Supplier_27,India,Raw Material,28-05-2025,25-06-2025,27-06-2025,322,312,131.16,42233.52,0.024,3,3.01
PO388,Supplier_39,Germany,Electronics,02-01-2026,29-01-2026,05-02-2026,485,471,15.61,7570.849999999999,0.036,4,2.69
PO389,Supplier_34,China,Electronics,03-05-2025,25-05-2025,26-05-2025,367,342,123.45,45306.15,0.059,1,4.71
PO390,Supplier_19,Poland,Raw Material,26-09-2025,13-10-2025,18-10-2025,436,427,107.59,46909.24,0.025,2,3.8
PO391,Supplier_46,India,Electronics,02-06-2025,15-06-2025,18-06-2025,439,429,112.28,49290.92,0.027,3,4.79
PO392,Supplier_37,Germany,Mechanical,21-02-2026,21-03-2026,22-03-2026,390,389,129.75,50602.5,0.025,3,4.58
PO393,Supplier_40,Poland,Mechanical,06-08-2025,21-08-2025,24-08-2025,384,357,89.68,34437.12,0.05,2,4
PO394,Supplier_13,Poland,Mechanical,31-03-2026,11-04-2026,14-04-2026,412,391,15.38,6336.56,0.021,0,4.41
PO395,Supplier_14,India,Electronics,11-08-2025,16-08-2025,21-08-2025,87,67,40.49,3522.63,0.007,1,4.86
PO396,Supplier_50,China,Electronics,03-02-2026,22-02-2026,24-02-2026,132,130,163.11,21530.52,0.001,3,3.12
PO397,Supplier_42,Germany,Electronics,28-12-2025,21-01-2026,21-01-2026,286,264,51.05,14600.3,0.081,4,3.32
PO398,Supplier_42,Germany,Mechanical,23-03-2026,03-04-2026,03-04-2026,418,398,181.68,75942.24,0.008,4,3.76
PO399,Supplier_22,Germany,Mechanical,26-09-2025,05-10-2025,05-10-2025,136,120,75.51,10269.36,0.046,0,2.53
PO400,Supplier_9,France,Raw Material,29-07-2025,07-08-2025,14-08-2025,190,177,83.11,15790.9,0.049,4,2.91
PO401,Supplier_40,France,Mechanical,02-04-2026,11-04-2026,16-04-2026,157,140,66.39,10423.23,0.054,0,3.54
PO402,Supplier_32,India,Raw Material,27-05-2025,14-06-2025,14-06-2025,187,173,30.02,5613.74,0.022,0,3.03
PO403,Supplier_11,China,Mechanical,10-03-2026,29-03-2026,03-04-2026,461,438,127.1,58593.1,0.056,0,3.57
PO404,Supplier_19,China,Mechanical,01-08-2025,13-08-2025,20-08-2025,498,470,105.02,52299.96,0.041,0,4.08
PO405,Supplier_48,France,Packaging,21-11-2025,12-12-2025,15-12-2025,369,341,74.07,27331.829999999998,0.014,1,3.78
PO406,Supplier_13,France,Mechanical,19-12-2025,09-01-2026,10-01-2026,56,31,106.48,5962.88,0.042,0,4.03
PO407,Supplier_43,Germany,Raw Material,25-10-2025,01-11-2025,08-11-2025,78,58,52.16,4068.4799999999996,0.071,0,4.33
PO408,Supplier_9,Germany,Electronics,23-05-2025,21-06-2025,26-06-2025,385,377,102.17,39335.45,0.033,0,3.83
PO409,Supplier_29,China,Raw Material,08-02-2026,14-02-2026,14-02-2026,478,464,98.6,47130.799999999996,0.008,0,4.51
PO410,Supplier_48,India,Packaging,02-12-2025,14-12-2025,19-12-2025,55,44,44.53,2449.15,0.074,3,3.86
PO411,Supplier_49,France,Mechanical,29-04-2025,05-05-2025,08-05-2025,94,73,92.36,8681.84,0.1,2,2.61
PO412,Supplier_3,China,Raw Material,11-09-2025,07-10-2025,12-10-2025,369,362,23.06,8509.14,0.037,2,3.42
PO413,Supplier_11,India,Raw Material,07-05-2025,22-05-2025,23-05-2025,463,453,167.96,77765.48000000001,0.084,0,2.51
PO414,Supplier_34,France,Packaging,02-02-2026,21-02-2026,21-02-2026,469,462,90.95,42655.55,0.055,4,3.38
PO415,Supplier_32,India,Packaging,26-09-2025,17-10-2025,18-10-2025,260,249,151.03,39267.8,0.017,0,3.37
PO416,Supplier_6,France,Mechanical,07-11-2025,28-11-2025,05-12-2025,436,416,134.29,58550.439999999995,0.089,4,3.85
